,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
104,US20130102937A1,Methods and Devices for Treating Hypertension ,"Kevin Joe Ehrenreich, Randolf Von Oepen, Kelly Justin McCrystle","Kevin Joe Ehrenreich, Randolf Von Oepen, Kelly Justin McCrystle",2011-10-19,2012-10-19,2013-04-25,,https://patents.google.com/patent/US20130102937A1/en
105,US20130082837A1,First emergency response device ,"Cardiocom, Llc","Daniel L. Cosentino, Brian A. Golden, Christopher T. Abrahamson, Louis C. Cosentino",2011-09-30,2011-09-30,2013-04-04,,https://patents.google.com/patent/US20130082837A1/en
106,US20130261471A1,Baseline determination for phrenic nerve stimulation detection ,"Cardiac Pacemakers, Inc.","Sunipa Saha, Yanting Dong, Holly Rockweiler",2012-03-27,2013-02-28,2013-10-03,,https://patents.google.com/patent/US20130261471A1/en
107,US20120323118A1,Physics based image processing and evaluation process of perfusion images from radiology imaging ,Carnegie Mellon University,"Prahlad Menon Gopalakrishna, Mark Doyle",2011-06-17,2012-06-16,2012-12-20,,https://patents.google.com/patent/US20120323118A1/en
108,WO2011116951A1,Pharmaceutically active disubstituted triazine derivatives ,"Lead Discovery Center Gmbh, Bayer Pharma Aktiengesellschaft","Jan Eickhoff, Peter Nussbaumer, Gerd Rühter, Carsten Schultz-Fademrecht, Ulrich LÜCKING, Axel Choidas, Bert Klebl",2010-03-22,2011-03-20,2011-09-29,,https://patents.google.com/patent/WO2011116951A1/en
109,US20110306614A1,N-Hydroxylsulfonamide Derivatives as New Physiologically Useful Nitroxyl Donors ,"The Johns Hopkins University, Cardioxyl Pharmaceuticals, Inc.","John P. Toscano, Frederick Arthur Brookfield, Andrew D. Cohen, Stephen Martin Courtney, Lisa Marie Frost, Vincent Jacob Kalish",2006-03-17,2011-08-19,2011-12-15,,https://patents.google.com/patent/US20110306614A1/en
110,WO2013148136A1,Omega-3 fatty acid ester compositions ,"Sancilio & Company, Inc.","Frederick Sancilio, Peter Persicaner, Janice Cacace, Mohand DAHIM",2012-03-30,2013-03-11,2013-10-03,,https://patents.google.com/patent/WO2013148136A1/en
111,US20130156726A1,Endometrial stem cells and methods of making and using same ,"Medistem Laboratories, Inc.","Thomas E. Ichim, Xiaolong Meng, Neil H. Riordan",2007-05-25,2012-06-15,2013-06-20,,https://patents.google.com/patent/US20130156726A1/en
112,US20120157795A1,Patient Emergency Response System ,Ross Medical Corporation,"Alexander Ross Chiu, Neil Adam Frederick, Eric Alan Frederick, Jimmy Young Jae Chung",2010-12-15,2011-04-08,2012-06-21,,https://patents.google.com/patent/US20120157795A1/en
113,US20130116739A1,Method and system for detecting and analyzing heart mecahnics ,Paieon Inc.,"Rafael Brada, Michael Zarkh",2011-11-07,2011-11-07,2013-05-09,,https://patents.google.com/patent/US20130116739A1/en
114,US20130310909A1,Systems and methods for vagal nerve stimulation ,"ElectroCore, LLC","Bruce J. Simon, Joseph P. Errico",2005-11-10,2013-07-29,2013-11-21,,https://patents.google.com/patent/US20130310909A1/en
115,US20130013024A1,Renal Nerve Stimulation Method for Treatment of Patients ,"Ardian, Inc.","Howard R. Levin, Mark Gelfand",2002-04-08,2012-09-14,2013-01-10,,https://patents.google.com/patent/US20130013024A1/en
116,EP2706070A1,Combination treatments involving antibodies to human PCSK9 ,Sanofi,designation of the inventor has not yet been filed The,2012-09-06,2012-09-06,2014-03-12,,https://patents.google.com/patent/EP2706070A1/en
117,US20120258865A1,Mirac proteins ,"Bioatla, Llc","Jay M. Short, Hwai Wen Chang, Gerhard Frey",2009-03-09,2012-06-14,2012-10-11,,https://patents.google.com/patent/US20120258865A1/en
118,US20140163664A1,Integrated system for the ballistic and nonballistic infixion and retrieval of implants with or without drug targeting ,David S. Goldsmith,David S. Goldsmith,2006-11-21,2013-01-09,2014-06-12,,https://patents.google.com/patent/US20140163664A1/en
119,US20140031613A1,Treating dysfunctional cardiac tissue ,"Bioventrix, Inc.","Lon S. Annest, Claudio Argento, William Butler, Ernest Heflin",2007-10-03,2013-07-23,2014-01-30,,https://patents.google.com/patent/US20140031613A1/en
120,US8530173B2,Methods for treatment of cardiovascular disease ,"The Brigham And Women's Hospital, Inc.",Richard T. Lee,2000-11-09,2011-06-01,2013-09-10,2013-09-10,https://patents.google.com/patent/US8530173B2/en
121,US20130072665A1,Antigen binding proteins to proprotein convertase subtilisin kexin type 9 (pcsk9) ,"Simon Mark Jackson, Nigel Pelham Clinton Walker, Derek Evan Piper, Bei Shan, Wenyan Shen, Joyce Chi Yee Chan, Chadwick Terrence King, Randal Robert Ketchem, Christopher Mehlin, Teresa Arazas Carabeo, Qiong Cao","Simon Mark Jackson, Nigel Pelham Clinton Walker, Derek Evan Piper, Bei Shan, Wenyan Shen, Joyce Chi Yee Chan, Chadwick Terrence King, Randal Robert Ketchem, Christopher Mehlin, Teresa Arazas Carabeo, Qiong Cao",2007-08-23,2012-09-14,2013-03-21,,https://patents.google.com/patent/US20130072665A1/en
122,US20130261688A1,Determination of phrenic nerve stimulation threshold ,"Cardiac Pacemakers, Inc.","Yanting Dong, Sunipa Saha, Holly Rockweiler",2012-03-27,2013-02-28,2013-10-03,,https://patents.google.com/patent/US20130261688A1/en
123,US20130032634A1,Barcode generation and implementation method and system for processing information ,Mckirdy Sean,Sean McKirdy,2011-08-05,2012-08-06,2013-02-07,,https://patents.google.com/patent/US20130032634A1/en
124,US20130012788A1,"Systems, Computer Medium and Computer-Implemented Methods for Monitoring and Improving Biometric Health of Employees ",Saudi Arabian Oil Company,Samantha J. Horseman,2011-07-05,2012-07-02,2013-01-10,,https://patents.google.com/patent/US20130012788A1/en
125,US20110245711A1,Method and apparatus for personalized physiologic parameters ,"Corventis, Inc.","Rodolphe Katra, Niranjan Chakravarthy, Imad Libbus",2010-04-05,2011-03-28,2011-10-06,,https://patents.google.com/patent/US20110245711A1/en
126,US20140296323A1,Tricyclo-phosphorothioate dna ,"Association Institut De Myologie, Universitat Bern, Universite Pierre Et Marie Curie (Paris 6), Institut National De La Snate Et De La Recherche Medicale, Centre National De La Recherche Scientifique","Christian Leumann, Luis Garcia, Thomas Voit",2011-10-13,2012-10-12,2014-10-02,,https://patents.google.com/patent/US20140296323A1/en
127,WO2013049247A1,Fusion proteins for treating metabolic disorders ,Novartis Ag,"Brian R. Boettcher, Shari L. Caplan, Douglas S. Daniels, Norio Hamamatsu, Stuart Licht, Stephen Craig Weldon",2011-09-26,2012-09-26,2013-04-04,,https://patents.google.com/patent/WO2013049247A1/en
128,US20130024382A1,Communication of emergency medical data over a vulnerable system ,"Mvisum, Inc.","Seema DALA, Praveen Dala",2006-07-19,2012-08-01,2013-01-24,,https://patents.google.com/patent/US20130024382A1/en
129,US20120212337A1,Methods and apparatus for formatting text for clinical fact extraction ,"Nuance Communications, Inc.","Frank Montyne, David Decraene, Joeri Van der Vloet, Johan Raedemaeker, Ignace Desimpel, Frederik Coppens, Tom Deray, James R. Flanagan, Mariana Casella dos Santos, Marnix Holvoet, Maria van Gurp, David Hellman, Girija Yegnanarayanan, Karen Anne Doyle",2011-02-18,2011-02-18,2012-08-23,,https://patents.google.com/patent/US20120212337A1/en
130,WO2013022814A1,Cyclic p1 linkers as factor xia inhibitors ,Bristol-Myers Squibb Company,"Patrick Y.S. Lam, Charles G. Clark, James R. Corte, William R. Ewing, Paul J. Gilligan, Yoon Jeon, Wu Yang, Leon M. II. SMITH, Yufeng Wang",2011-08-05,2012-08-06,2013-02-14,,https://patents.google.com/patent/WO2013022814A1/en
131,US20150099946A1,"Systems, environment and methods for evaluation and management of autism spectrum disorder using a wearable data collection device ",Nedim T. SAHIN,Nedim T. SAHIN,2013-10-09,2014-10-09,2015-04-09,,https://patents.google.com/patent/US20150099946A1/en
132,WO2012007539A1,Ip receptor agonist heterocyclic compounds ,Novartis Ag,"Steven John Charlton, Catherine Leblanc, Stephen Carl Mckeown",2010-07-14,2011-07-14,2012-01-19,,https://patents.google.com/patent/WO2012007539A1/en
133,US20130066140A1,Heart assist device with expandable impeller pump ,"Thoratec Corporation, The Penn State Research Foundation","Mark W. McBride, David A. Boger, Robert L. Campbell, Gregory P. Dillon, Stephen A. Hambric, Robert F. Kunz, Boris Leschinsky, Thomas M. Mallison, James P. Runt, Justin M. Walsh",2004-09-17,2012-09-14,2013-03-14,,https://patents.google.com/patent/US20130066140A1/en
134,US20120221087A1,Stimulating cranial nerve to treat pulmonary disorder ,"Cyberonics, Inc.","Steven M. Parnis, Steven E. Maschino, William R. Buras, Albert W. Guzman",2005-07-28,2012-03-22,2012-08-30,,https://patents.google.com/patent/US20120221087A1/en
135,US20130012787A1,"Floor Mat System and Associated, Computer Medium and Computer-Implemented Methods for Monitoring and Improving Health and Productivity of Employees ",Saudi Arabian Oil Company,Samantha J. Horseman,2011-07-05,2012-07-02,2013-01-10,,https://patents.google.com/patent/US20130012787A1/en
136,US20120232613A1,Automatic baroreflex modulation responsive to adverse event ,"Cvrx, Inc.","Robert S. Kieval, Matthew M. Burns, David J. Serdar",2000-09-27,2012-05-24,2012-09-13,,https://patents.google.com/patent/US20120232613A1/en
137,US8855757B2,Mobile wellness device ,Rijuven Corporation,Rajeshwar Kapoor,2011-12-14,2012-12-14,2014-10-07,2014-10-07,https://patents.google.com/patent/US8855757B2/en
138,WO2012064559A1,Sgc stimulators ,"Ironwood Pharmaceuticals, Inc.","Charles Kim, Thomas Wai-Ho Lee, Joel Moore, Takashi Nakai, Nicholas Robert Perl, Jason Rohde",2010-11-09,2011-11-02,2012-05-18,,https://patents.google.com/patent/WO2012064559A1/en
139,WO2014047325A1,Sgc stimulators ,"Ironwood Pharmaceuticals, Inc.","Takashi Nakai, Nicholas Robert Perl, Joel Moore",2012-09-19,2013-09-19,2014-03-27,,https://patents.google.com/patent/WO2014047325A1/en
140,WO2014082644A1,Circular rna for inhibition of microrna ,"WULFF, Peter, Samuel, RYTTERGÅRD DUCH, Mogens, Bahrami, Shervin","Jørgen Kjems, Hansen Thomas BIRKBALLE",2012-11-30,2013-11-29,2014-06-05,,https://patents.google.com/patent/WO2014082644A1/en
141,WO2013056034A1,Substituted tetrahydroisoquinoline compounds as factor xia inhibitors ,Bristol-Myers Squibb Company,"Michael J. Orwat, Donald J.P. Pinto, Ii Leon M. Smith, Shefali SRIVASTAVA",2011-10-14,2012-10-12,2013-04-18,,https://patents.google.com/patent/WO2013056034A1/en
142,WO2013055984A1,Substituted tetrahydroisoquinoline compounds as factor xia inhibitors ,Bristol-Myers Squibb Company,"Michael J. Orwat, Donald J.P. Pinto, Ii Leon M. Smith, Shefali SRIVASTAVA, James R. Corte",2011-10-14,2012-10-12,2013-04-18,,https://patents.google.com/patent/WO2013055984A1/en
143,US9051043B1,Providing emergency medical services using unmanned aerial vehicles ,Google Inc.,"Eric Peeters, Eric Teller, William Graham Patrick",2012-12-28,2012-12-28,2015-06-09,2015-06-09,https://patents.google.com/patent/US9051043B1/en
144,US20110311549A1,Methods for treating conditions associated with masp-2 dependent complement activation ,"Leicester, University Of, Omeros Corporation","Hans-Wilhelm Schwaeble, Clark E. Tedford, James B. Parent, Thomas Dudler, Gregory A. Demopulos",2004-06-10,2011-04-08,2011-12-22,,https://patents.google.com/patent/US20110311549A1/en
145,US20130024029A1,System for reducing energy consumption in a building ,Bao Tran,"Alexander Bach Tran, Alan An-Thuan Tran, Bao Q. Tran",2007-05-24,2011-12-27,2013-01-24,,https://patents.google.com/patent/US20130024029A1/en
146,US20130302312A1,Method of treating a pathological syndrome and a pharmaceutical agent ,Oleg Iliich Epshtein,"Oleg Iliich Epshtein, Mark Borisovich Shtark, Tamara Suikhailovna Kolyadko",2000-06-20,2013-05-08,2013-11-14,,https://patents.google.com/patent/US20130302312A1/en
147,US8501712B2,Boron-containing small molecules as anti-inflammatory agents ,"Anacor Pharmaceuticals, Inc.","Stephen J. Baker, Virginia Sanders, Tsutomu Akama, Carolyn Bellinger-Kawahara, Yvonne Freund, Kirk R. Maples, Jacob J. Plattner, Yong-Kang Zhang, Huchen Zhou, Vincent S. Hernandez",2006-02-16,2012-04-23,2013-08-06,2013-08-06,https://patents.google.com/patent/US8501712B2/en
148,US20130211858A1,"Automated health data acquisition, processing and communication system ",Dacadoo Ag,"Peter Ohnemus, Andre Naef, Laurence Jacobs, David Leason",2010-09-29,2011-09-29,2013-08-15,,https://patents.google.com/patent/US20130211858A1/en
149,US20130345805A1,Methods for treating or predicting risk of a ventricular tachyarrhythmia event ,"Cardiac Pacemakers, Inc., Critical Care Diagnostics, Inc.","James V. Snider, Timothy Edward MEYER, Craig Michael STOLEN, Robert W. Gerwien",2012-05-18,2013-05-17,2013-12-26,,https://patents.google.com/patent/US20130345805A1/en
150,US20130012866A1,Apparatuses for renal neuromodulation and associated systems and methods ,"Ardian, Inc.","Mark Deem, Hanson Gifford, III, Denise Demarais, Douglas Sutton, Erik Thai, Mark Gelfand, Howard R. Levin",2002-04-08,2012-09-14,2013-01-10,,https://patents.google.com/patent/US20130012866A1/en
151,US20120197252A1,Apparatuses for renal neuromodulation ,"Ardian, Inc.","Mark Deem, Denise Demarais, Douglas Sutton, Hanson Gifford, III, Howard R. Levin, Mark Gelfand, Benjamin J. Clark",2002-04-08,2012-01-30,2012-08-02,,https://patents.google.com/patent/US20120197252A1/en
152,US20120065494A1,Energetic modulation of nerves ,"Kona Medical, Inc.","Michael Gertner, David Perozek, Arash Sabet, Jimin Zhang, Thomas Anderson",2009-10-12,2011-03-15,2012-03-15,,https://patents.google.com/patent/US20120065494A1/en
153,US20120289789A1,Continuous Monitoring of Stress Using Environmental Data ,Fujitsu Limited,"Jawahar Jain, David Loren Marvit, B. Thomas Adler, Alexander Gilman, Albert H. M. Reinhardt",2011-05-13,2011-05-13,2012-11-15,,https://patents.google.com/patent/US20120289789A1/en
154,US20120065492A1,Energetic modulation of nerves ,"Kona Medical, Inc.","Michael Gertner, David Perozek, Arash Sabet, Jimin Zhang",2009-10-12,2011-03-15,2012-03-15,,https://patents.google.com/patent/US20120065492A1/en
155,US20110257561A1,Energetic modulation of nerves ,"Kona Medical, Inc.","Michael Gertner, David Perozek, Arash Sabet, Jimin Zhang",2009-10-12,2011-03-15,2011-10-20,,https://patents.google.com/patent/US20110257561A1/en
156,US20110319765A1,Energetic modulation of nerves ,"Kona Medical, Inc.","Michael Gertner, David Perozek, Jimin Zhang, Arash Sabet",2009-10-12,2011-09-08,2011-12-29,,https://patents.google.com/patent/US20110319765A1/en
157,US20110275942A1,Device for reporting heart failure status ,"Stahmann Jeffrey E, John Hatlestad, Qingsheng Zhu","Jeffrey E. Stahmann, John Hatlestad, Qingsheng Zhu",2002-03-06,2011-07-18,2011-11-10,,https://patents.google.com/patent/US20110275942A1/en
158,WO2014144100A2,Sgc stimulators ,"Takashi Nakai, Joel Moore, Nicholas Robert Perl, Iyengar Rajesh R, Ara Mermerian, G-Yoon Jamie Im, Thomas Wai-Ho Lee, Colleen Hudson, Rennie Glen Robert, James Jia, Renhowe Paul Allen, Timothy Claude Barden, Xiang Y Yu, Sheppeck James Edward, Karthik Iyer, Joon Jung","Takashi Nakai, Joel Moore, Nicholas Robert Perl, Rajesh R. Iyengar, Ara Mermerian, G-Yoon Jamie Im, Thomas Wai-Ho Lee, Colleen Hudson, Glen Robert RENNIE, James Jia, Paul Allen RENHOWE, Timothy Claude Barden, Xiang Y Yu, James Edward SHEPPECK, Karthik Iyer, Joon Jung",2013-03-15,2014-03-14,2014-09-18,,https://patents.google.com/patent/WO2014144100A2/en
159,WO2011100401A1,Macrocycles as factor xia inhibitors ,Bristol-Myers Squibb Company,"James R. Corte, Tianan Fang, Carl P. Decicco, Donald J. P. Pinto, Karen A. Rossi, Zilun Hu, Yoon Jeon, Mimi L. Quan, Joanne M. Smallheer, Yufeng Wang, Wu Yang",2010-02-11,2011-02-10,2011-08-18,,https://patents.google.com/patent/WO2011100401A1/en
160,US20120251993A1,Method and system for promoting health education ,iHealthEngines,"Puthugramam K. CHIDAMBARAN, Preeta Chidambaran",2011-03-28,2012-03-23,2012-10-04,,https://patents.google.com/patent/US20120251993A1/en
161,US20110225114A1,"Data structure, method, and system for predicting medical conditions ",CompuGroup Medical AG,Frank Gotthardt,2010-03-11,2011-01-17,2011-09-15,,https://patents.google.com/patent/US20110225114A1/en
162,WO2013056060A1,Substituted tetrahydroisoquinoline compounds as factor xia inhibitors ,Bristol-Myers Squibb Company,"Michael J. Orwat, Donald J.P. Pinto, Ii Leon M. Smith, Shefali SRIVASTAVA",2011-10-14,2012-10-12,2013-04-18,,https://patents.google.com/patent/WO2013056060A1/en
163,US8374674B2,Nerve treatment system ,"Kona Medical, Inc.",Michael Gertner,2009-10-12,2011-02-01,2013-02-12,2013-02-12,https://patents.google.com/patent/US8374674B2/en
164,US20130013327A1,"Computer Mouse System and Associated, Computer Medium and Computer-Implemented Methods for Monitoring and Improving Health and Productivity of Employees ",Saudi Arabian Oil Company,Samantha J. Horseman,2011-07-05,2012-07-02,2013-01-10,,https://patents.google.com/patent/US20130013327A1/en
165,CN102160573A,Milk shake for replacing meal and preparation method thereof ,??,??,2011-02-15,2011-02-15,2011-08-24,,https://patents.google.com/patent/CN102160573A/en
